,Unnamed: 0,Date,Tweet Id,Reviews,Username,processed_reviews,compound,neg,neu,pos,Sentiment
90,92,2022-04-08 20:19:51+00:00,1.51253e+18," The fact is is omnicron didn’t seem to effect kids as it does adults so chill out , send the kids to school and have a wine to calm yourself !",WillyWonkas1971,the fact is is omnicron didn t seem to effect kids as it does adults so chill out send the kids to school and have a wine to calm yourself,0.3182,0.0,0.927,0.073,Positive
91,93,2022-04-08 20:19:45+00:00,1.51253e+18,Anna and Fen from RTO will also be in this series! So if you enjoy a good murder mystery then be sure to check this out after listening to our newest episode next Monday! TTRPG ,RTOmnicron,anna and fen from rto will also be in this series so if you enjoy a good murder mystery then be sure to check this out after listening to our newest episode next monday ttrpg,0.4522,0.106,0.699,0.195,Positive
92,94,2022-04-08 20:15:52+00:00,1.51252e+18," We just got our 2nd booster shot. 

Got Covid in Jan.(abt 2 months after first booster)when Omnicron was running through Michigan like wildfire. I have to admit,it scared me at first. Upper chest tightness,felt like a truck hit me,but a couple days &amp; it was fine.
Vaxx up,move on.",ThatUppa,we just got our nd booster shot got covid in jan abt months after first booster when omnicron was running through michigan like wildfire i have to admit it scared me at first upper chest tightness felt like a truck hit me but a couple days amp it was fine vaxx up move on,0.4854,0.034,0.844,0.122,Positive
93,95,2022-04-08 20:13:55+00:00,1.51252e+18,"    ...vaccination mandatory. I've seen the videos myself. And for that last one, If it's not true then why are the unvaccinated the lowest infection demographic for omnicron?",LoganTo47603663,vaccination mandatory i ve seen the videos myself and for that last one if it s not true then why are the unvaccinated the lowest infection demographic for omnicron,-0.5621,0.153,0.807,0.04,Negative
94,96,2022-04-08 19:43:52+00:00,1.51252e+18,Get yours today! ,Omnicronremedy,get yours today,0.0,0.0,1.0,0.0,Neutral
95,97,2022-04-08 19:26:12+00:00,1.51251e+18, _Oubliee  Ya aussi lactalis et fromages ce jour plus covid omnicron grippe gea varicelle bonne vacances,Malex61890525,oubliee ya aussi lactalis et fromages ce jour plus covid omnicron grippe gea varicelle bonne vacances,0.0,0.0,1.0,0.0,Neutral
96,98,2022-04-08 19:25:41+00:00,1.51251e+18,They gotta stop acting like it's a news story every time some celebrity who isnt the queens age gets COVID in 2022.  Nobody cares if Teri Hatcher has omnicron,BrowningHat,they gotta stop acting like it s a news story every time some celebrity who isnt the queens age gets covid in nobody cares if teri hatcher has omnicron,0.5106,0.065,0.772,0.163,Positive
97,99,2022-04-08 19:17:58+00:00,1.51251e+18," Not stealth, omnicron, or others...only covid 19..",mistaT4doge,not stealth omnicron or others only covid,0.0572,0.0,0.831,0.169,Positive
98,100,2022-04-08 19:01:33+00:00,1.51251e+18,"3 So until 4 weeks ago, Rose a healthy 11 year old child who had been exposed to covid and also vaccinated was the only person in our community required to wear a mask when she went to school.  This was during omnicron when masks are essentially useless.  That is crazy ",Shamrock2019,so until weeks ago rose a healthy year old child who had been exposed to covid and also vaccinated was the only person in our community required to wear a mask when she went to school this was during omnicron when masks are essentially useless that is crazy,-0.4215,0.122,0.827,0.051,Negative
99,101,2022-04-08 18:54:35+00:00,1.5125e+18,"I said whattup to Ashmar last night and the first thing this man said was “im literally going to Portugal bro” 
Lol go head king",TheYoungMarcus,i said whattup to ashmar last night and the first thing this man said was im literally going to portugal bro lol go head king,0.4215,0.0,0.896,0.104,Positive
100,102,2022-04-08 18:52:20+00:00,1.5125e+18," I dont see how they can out-lockdown omnicron. Cases will linger endlessly even with lockdowns, and will surge on re-opening. Not spending on MRNA vax is a crime",joeyjojoshabaa,i dont see how they can out lockdown omnicron cases will linger endlessly even with lockdowns and will surge on re opening not spending on mrna vax is a crime,-0.5423,0.108,0.892,0.0,Negative
101,103,2022-04-08 18:49:04+00:00,1.5125e+18,"China Misses Target on Approval of BioNTech-Pfizer Shot, Raising Questions
WHY DID PFIZER MAKE FOSUN THE ASIA DISTRIBUTOR WHEN CHINA DOESNT APPROVE USING THEIR OWN VACCINE INSTEAD?
IN FACT THE CHINESE VAC CANNOT TOLERATE THE OMNICRON VARIANT ",UrakawaMark,china misses target on approval of biontech pfizer shot raising questions why did pfizer make fosun the asia distributor when china doesnt approve using their own vaccine instead in fact the chinese vac cannot tolerate the omnicron variant,0.296,0.046,0.878,0.076,Positive
102,104,2022-04-08 18:45:55+00:00,1.5125e+18, Got Omnicron in December and boosted in February. Do I need to worry much about reinfection for now ?,pyroblaze,got omnicron in december and boosted in february do i need to worry much about reinfection for now,-0.1027,0.136,0.748,0.117,Negative
103,105,2022-04-08 18:36:25+00:00,1.5125e+18,"3 Additionally, DeSantis was crazy early, I mean like way early in implementing IV monoclonal antibody treatment for severe cases of covid.  That is now becoming standard of care.  AOC---very big into mask wearing goes to Florida and then contracts Omnicron while not wearing a mask",Shamrock2019,additionally desantis was crazy early i mean like way early in implementing iv monoclonal antibody treatment for severe cases of covid that is now becoming standard of care aoc very big into mask wearing goes to florida and then contracts omnicron while not wearing a mask,0.1779,0.095,0.797,0.108,Positive
104,106,2022-04-08 18:25:22+00:00,1.5125e+18,"3 When I visited a relative at a nursing home, I wore a mask (N 95).  However, with the omnicron strain which was 140 times more contagious than the original strain but about 25 times less virulent, a papermask is worthless.  Even our own CDC essentially said as much",Shamrock2019,when i visited a relative at a nursing home i wore a mask n however with the omnicron strain which was times more contagious than the original strain but about times less virulent a papermask is worthless even our own cdc essentially said as much,-0.8707,0.235,0.734,0.031,Negative
105,107,2022-04-08 17:59:29+00:00,1.51249e+18,"_Roehn Nach Rücksprache mit Omnicron und der gescheiterten Impfpflicht (ImpfAbo) gestern im Bundestag, macht unser Gesundheitsminister Karl nun ernst und droht evidenzlose mit MaskenAbo.",mail_celal,roehn nach r cksprache mit omnicron und der gescheiterten impfpflicht impfabo gestern im bundestag macht unser gesundheitsminister karl nun ernst und droht evidenzlose mit maskenabo,0.0,0.0,1.0,0.0,Neutral
106,108,2022-04-08 17:46:06+00:00,1.51249e+18,Omnicron=,Properganda1111,omnicron,0.0,0.0,1.0,0.0,Neutral
107,109,2022-04-08 17:45:27+00:00,1.51249e+18, they originally wanted to do that for me and then omnicron lmao,togekissies,they originally wanted to do that for me and then omnicron lmao,0.5994,0.0,0.738,0.262,Positive
108,110,2022-04-08 17:45:12+00:00,1.51249e+18,only i get a message a few days before i go see my gf that i’ve been in contact with someone with the omnicron variant i’m pretty sure it’s a scam but i’m panicking like fuck,Owendigoose,only i get a message a few days before i go see my gf that i ve been in contact with someone with the omnicron variant i m pretty sure it s a scam but i m panicking like fuck,-0.714,0.211,0.654,0.135,Negative
109,111,2022-04-08 17:44:51+00:00,1.51249e+18, Quelles sont les mesures prises par le gouvernement Ukrainien face à Omnicron ?,KhouleBara,quelles sont les mesures prises par le gouvernement ukrainien face omnicron,0.0,0.0,1.0,0.0,Neutral
110,112,2022-04-08 17:43:04+00:00,1.51249e+18,"Omnicron XE 🚩🚩🚮

Don't fall for their bullshit &amp; Vaccine Injuries need to adressed Cyril Ramaphosa!

Seshego Saps Naak Elvis Nyathi Laconco Ollie Wines Jeff Hadebe Hopewell Xenophobia Qantas DBN Gogo President Jacob Zuma NoAmendmentOfThHealthAct OperationDudula ",lyricsplug,omnicron xe don t fall for their bullshit amp vaccine injuries need to adressed cyril ramaphosa seshego saps naak elvis nyathi laconco ollie wines jeff hadebe hopewell xenophobia qantas dbn gogo president jacob zuma noamendmentofthhealthact operationdudula,-0.5859,0.098,0.902,0.0,Negative
111,113,2022-04-08 17:27:32+00:00,1.51248e+18,"If that therapy doesn't include early treatment, then you have your answer.  

Ivermectin is very effective, the earlier the better.  Are we expect those who recommend Remdesivir will be able to help with Long COVID?  Did the vax yield those awful symptoms after Omnicron? ",HZardoz,if that therapy doesn t include early treatment then you have your answer ivermectin is very effective the earlier the better are we expect those who recommend remdesivir will be able to help with long covid did the vax yield those awful symptoms after omnicron,0.8173,0.055,0.734,0.211,Positive
112,114,2022-04-08 17:19:53+00:00,1.51248e+18, That’s total BS. If you buy this you are just dumb. Do research for yourself and don’t rely on people like this. The vaccine and boost were created for the original strain and then Delta. Not for Omnicron or BA.2. Taking or boosting does very little to help you from this strain.,deemsharma,that s total bs if you buy this you are just dumb do research for yourself and don t rely on people like this the vaccine and boost were created for the original strain and then delta not for omnicron or ba taking or boosting does very little to help you from this strain,0.8332,0.088,0.689,0.223,Positive
113,115,2022-04-08 17:16:33+00:00,1.51248e+18,"Supposedly Biden will re-institute the fed req'ment for vaccines for fed workers.  Sadly the vax doesn't work, we save the Omnicron numbers of the vaxed who were ""inoculated"".

Brace yourself, more is coming.  They need to start this now in order to shut us down in Sept. ",HZardoz,supposedly biden will re institute the fed req ment for vaccines for fed workers sadly the vax doesn t work we save the omnicron numbers of the vaxed who were inoculated brace yourself more is coming they need to start this now in order to shut us down in sept,0.1027,0.052,0.889,0.059,Positive
114,116,2022-04-08 17:09:36+00:00,1.51248e+18, UK Government published data shows that the jabs actually increase your chances of catching Omnicron. Up to 5x more chance of catching Omnicron if triple jabbed than unjabbed. See Daily Sceptics.,johndmtb,uk government published data shows that the jabs actually increase your chances of catching omnicron up to x more chance of catching omnicron if triple jabbed than unjabbed see daily sceptics,0.5709,0.048,0.769,0.182,Positive
115,117,2022-04-08 17:08:15+00:00,1.51248e+18,"They can't be bothered to watch the presentation he undertook in 2018. 
Which can be found here. They spread omnicron and even yellow fever. So what will u do! All agency or bank staff are Nigerian or Somalian ! Why?    ! @10DowningStreet",whistleblower4d,they can t be bothered to watch the presentation he undertook in which can be found here they spread omnicron and even yellow fever so what will u do all agency or bank staff are nigerian or somalian why downingstreet,-0.3182,0.056,0.944,0.0,Negative
116,118,2022-04-08 16:53:12+00:00,1.51247e+18,"10 Biology PhD Bill Gates agrees. Omnicron, aka the Xi varient, worked faster than his vaccines. Herd Immunity reached. Natural acquired immunity in all those that had Covid infections. But not all of the +'s actually had Covid. The tests erred on the side of + for political use.",lecwah1,biology phd bill gates agrees omnicron aka the xi varient worked faster than his vaccines herd immunity reached natural acquired immunity in all those that had covid infections but not all of the s actually had covid the tests erred on the side of for political use,0.3291,0.0,0.91,0.09,Positive
117,119,2022-04-08 16:35:23+00:00,1.51247e+18,Marcus vs The World and im up 2-0 rn. Round 3 tn @ Firehouse Lounge.,TheYoungMarcus,marcus vs the world and im up rn round tn firehouse lounge,0.0,0.0,1.0,0.0,Neutral
118,120,2022-04-08 16:29:29+00:00,1.51247e+18,"If Delta, Omnicron, &amp; BA1 deaths didn't convince you to vax &amp; mask, my appeals to protect the health of yourself &amp; others in the emergence of BA2 won't either.

As for me &amp; my house: we are doubled vaxxed, double boosted, avoiding indoor spaces, and masking up when we leave home. ",dsh_OH,if delta omnicron amp ba deaths didn t convince you to vax amp mask my appeals to protect the health of yourself amp others in the emergence of ba won t either as for me amp my house we are doubled vaxxed double boosted avoiding indoor spaces and masking up when we leave home,0.802,0.058,0.769,0.173,Positive
119,121,2022-04-08 16:10:32+00:00,1.51246e+18," It was definitely being circulated. Using cladistic analysis Omnicron is already 4-5 years removed from alpha. No one was looking for it, so didn’t find it.
Then they created a test that finds it where it ain’t.
But we’re supposed to have faith in these chuckleheads.",hillcountryrai1,it was definitely being circulated using cladistic analysis omnicron is already years removed from alpha no one was looking for it so didn t find it then they created a test that finds it where it ain t but we re supposed to have faith in these chuckleheads,0.4215,0.078,0.792,0.13,Positive
120,122,2022-04-08 16:00:14+00:00,1.51246e+18,"88    Because restricting  air travel kept wild type out? Alpha out? Delta out? Omnicron out? Test hotspots with antigen prior to security, rule out those that our positive no matter the variant. I mean flights were suspended to and from China. But here we are.",Mtnbiker15,because restricting air travel kept wild type out alpha out delta out omnicron out test hotspots with antigen prior to security rule out those that our positive no matter the variant i mean flights were suspended to and from china but here we are,0.0292,0.102,0.814,0.084,Neutral
121,123,2022-04-08 15:54:19+00:00,1.51246e+18,  Does the 4th shot second booster have to be one optimized for the omnicron or they aren't doing that. Just get the forth shot from whatever pharmaceutical company and you are covered.,Gllbiostat,does the th shot second booster have to be one optimized for the omnicron or they aren t doing that just get the forth shot from whatever pharmaceutical company and you are covered,0.4588,0.0,0.914,0.086,Positive
122,124,2022-04-08 15:52:01+00:00,1.51246e+18,"1 They can't even keep a common cold out of schools when everyone was masked, while Vax passes were around. My kids have had common cold a few times in the last 2 years. Plus, Omnicron last month. Plus Delta early 2020. 99.98% survival rate. Let's move on.",willyouawaken,they can t even keep a common cold out of schools when everyone was masked while vax passes were around my kids have had common cold a few times in the last years plus omnicron last month plus delta early survival rate let s move on,0.0,0.0,1.0,0.0,Neutral
123,125,2022-04-08 15:51:50+00:00,1.51246e+18,"🔴 LIVE IN YOUTUBE: Tin tức trực tiếp buổi sáng ở mỹ 08-04-2022
Nhấn vào đây để xem:
tintuc UNV UNVtinhbuoisang USNews tiengviet coronavirususa nguoiviet CoronavirusOutbreak wildfire Omnicron OmnicronVariant WinterStorm ",AndynguyenTX,live in youtube tin t c tr c ti p bu i s ng m nh n v o y xem tintuc unv unvtinhbuoisang usnews tiengviet coronavirususa nguoiviet coronavirusoutbreak wildfire omnicron omnicronvariant winterstorm,0.4939,0.0,0.909,0.091,Positive
124,126,2022-04-08 15:46:35+00:00,1.51246e+18,  ! But IC used to do em 🤔,TheYoungMarcus,but ic used to do em,0.0,0.0,1.0,0.0,Neutral
125,127,2022-04-08 15:45:15+00:00,1.51246e+18,Omnicron is natures vaccine  ,Tillman_40,omnicron is natures vaccine,0.0,0.0,1.0,0.0,Neutral
126,128,2022-04-08 15:24:42+00:00,1.51245e+18,  Getting the virus is the best way especially Omnicron,MarkTho01484381,getting the virus is the best way especially omnicron,0.6369,0.0,0.656,0.344,Positive
127,129,2022-04-08 15:20:38+00:00,1.51245e+18,"3 Osease, las vacunas no funcionan ante Omnicron, por lo tanto, vamos a poner más. 🤔🤔🤔🤔🙄🙄🙄🙄🙄🙄😐😐😐😐😐😑😑😑😑😑",27Marrubi,osease las vacunas no funcionan ante omnicron por lo tanto vamos a poner m s,-0.296,0.136,0.864,0.0,Negative
128,130,2022-04-08 15:11:07+00:00,1.51245e+18,_utd Dedicated to whom? 🤣🤣,omnicron007,utd dedicated to whom,0.4588,0.0,0.5,0.5,Positive
129,131,2022-04-08 14:31:07+00:00,1.51244e+18,   Funny I’m not vaccinated and have had COVID delta and omnicron. I was in my hot tub not the hospital but thanks for generalizing,limitlesskeyz,funny i m not vaccinated and have had covid delta and omnicron i was in my hot tub not the hospital but thanks for generalizing,0.7003,0.0,0.799,0.201,Positive
130,132,2022-04-08 14:20:24+00:00,1.51244e+18,Stayed home from work today with a case of the sniffles. Now I’m bout to crack open one of these gubment test kits to make sure I got cold sniffles and not triple-vax-omnicron sniffles.,phank211,stayed home from work today with a case of the sniffles now i m bout to crack open one of these gubment test kits to make sure i got cold sniffles and not triple vax omnicron sniffles,0.3182,0.0,0.94,0.06,Positive
131,133,2022-04-08 13:56:26+00:00,1.51243e+18," Georgias data has been a bit weird… DPH reported for several days a backlog of cases from a lab that were taken during the Omnicron wave in Jan… I think this is why Fulton and Dekalb spiked up, stayed flat and then went down. Broader point acknowledged though…",beki70,georgias data has been a bit weird dph reported for several days a backlog of cases from a lab that were taken during the omnicron wave in jan i think this is why fulton and dekalb spiked up stayed flat and then went down broader point acknowledged though,-0.1779,0.035,0.965,0.0,Negative
132,134,2022-04-08 13:52:42+00:00,1.51243e+18,He’s about to have everyone commit suicide like Jim Jones! Why are we repeating histories when we have social media access showing us what’s NOT ok?!? ,Fallen_Cherub,he s about to have everyone commit suicide like jim jones why are we repeating histories when we have social media access showing us what s not ok,-0.3995,0.182,0.684,0.134,Negative
133,136,2022-04-08 13:40:48+00:00,1.51243e+18,_The_Panda Trade u?👌🏾🤣🫠 ,Fallen_Cherub,the panda trade u,0.0,0.0,1.0,0.0,Neutral
134,137,2022-04-08 13:39:56+00:00,1.51243e+18, Those are the best dip if u add a little starch &amp; thicken it up.👌🏾,Fallen_Cherub,those are the best dip if u add a little starch amp thicken it up,0.6369,0.0,0.769,0.231,Positive
135,138,2022-04-08 13:34:52+00:00,1.51242e+18,Every “healthy” vegan or vegetarian strictness u practice don’t mean shit as u get older! Enjoy everything! ,Fallen_Cherub,every healthy vegan or vegetarian strictness u practice don t mean shit as u get older enjoy everything,0.3182,0.147,0.612,0.241,Positive
136,139,2022-04-08 13:33:11+00:00,1.51242e+18,58694521 I just mentally poop blood just looking at this! 🫠🫠🤣🤣🤣🤣,Fallen_Cherub,i just mentally poop blood just looking at this,0.0,0.0,1.0,0.0,Neutral
137,140,2022-04-08 13:26:29+00:00,1.51242e+18,In all honesty ppl don’t want to see POC thrive &amp; low class ppl be seen as actual human being. They want us to be seen as subordinate &amp; vile.  ,Fallen_Cherub,in all honesty ppl don t want to see poc thrive amp low class ppl be seen as actual human being they want us to be seen as subordinate amp vile,-0.34,0.163,0.684,0.153,Negative
138,141,2022-04-08 13:15:29+00:00,1.51242e+18," The vaccines are not what was promised. What happened to being able to easily update the MRNA vaccine with new variant data (Delta, Omnicron)? 

This was supposed to be one of the great benefits of MRNA technology. 

",anonymous_YVR,the vaccines are not what was promised what happened to being able to easily update the mrna vaccine with new variant data delta omnicron this was supposed to be one of the great benefits of mrna technology,0.79,0.048,0.746,0.206,Positive
139,142,2022-04-08 13:07:12+00:00,1.51242e+18, I love us so much 🙏🏽♥️♥️♥️♥️🫶🏾🫶🏾,Fallen_Cherub,i love us so much,0.6369,0.0,0.488,0.512,Positive
140,143,2022-04-08 13:07:01+00:00,1.51242e+18,_21Kid Getttt upppppp 🫠🥴😭😭🤣🤣🤣 ,Fallen_Cherub,kid getttt upppppp,0.0,0.0,1.0,0.0,Neutral
141,144,2022-04-08 12:44:45+00:00,1.51241e+18,_21Kid Get up ass up we going to die at the gym! 🫠⚰️,Fallen_Cherub,kid get up ass up we going to die at the gym,-0.8126,0.425,0.575,0.0,Negative
142,147,2022-04-08 12:36:12+00:00,1.51241e+18, JSHSJS no tengo omnicron 😭😭,Markulitobonito,jshsjs no tengo omnicron,-0.296,0.423,0.577,0.0,Negative
143,148,2022-04-08 12:33:07+00:00,1.51241e+18,88  During Omnicron they said don’t look at cases when they were the worst it ever was. Look at hospitalizations. Which then was the worst it ever was. So then they moved to spread. And that too was terrible. They’ll move the goal posts however they need to make it just go away.,SKAV4T,during omnicron they said don t look at cases when they were the worst it ever was look at hospitalizations which then was the worst it ever was so then they moved to spread and that too was terrible they ll move the goal posts however they need to make it just go away,-0.9062,0.181,0.819,0.0,Negative
144,149,2022-04-08 12:29:54+00:00,1.51241e+18,_buck Rapid tests aren't as good on this variant/omnicron: ,asmithb,buck rapid tests aren t as good on this variant omnicron,0.4404,0.0,0.775,0.225,Positive
145,150,2022-04-08 12:11:00+00:00,1.5124e+18,If I’m paying over a grand the box is a keepsake memory of my dumbass paying it in full! ,Fallen_Cherub,if i m paying over a grand the box is a keepsake memory of my dumbass paying it in full,-0.1531,0.146,0.732,0.122,Negative
146,151,2022-04-08 12:08:07+00:00,1.5124e+18,20 _todd85  I’ve got the original and omnicron so far,TheExploringFam,todd i ve got the original and omnicron so far,0.3182,0.0,0.796,0.204,Positive
147,153,2022-04-08 12:06:15+00:00,1.5124e+18, Toxic twins! ,Fallen_Cherub,toxic twins,0.0,0.0,1.0,0.0,Neutral
148,154,2022-04-08 12:05:26+00:00,1.5124e+18,The stars mocks me when I stare at it so I preferred to numb myself so I don’t notice anything. ,Fallen_Cherub,the stars mocks me when i stare at it so i preferred to numb myself so i don t notice anything,-0.6597,0.221,0.779,0.0,Negative
149,155,2022-04-08 11:56:49+00:00,1.5124e+18,58694521 Sending him my best spiritual wishes . 🙏🏽🫶🏾,Fallen_Cherub,sending him my best spiritual wishes,0.7003,0.0,0.408,0.592,Positive
150,156,2022-04-08 11:55:01+00:00,1.5124e+18,One of my fav coworker works half day today.😭😭😭😭 ,Fallen_Cherub,one of my fav coworker works half day today,0.4588,0.0,0.727,0.273,Positive
151,157,2022-04-08 11:52:45+00:00,1.5124e+18,*Laughs in employment* jk I’m spiritually a virgin🫠 ,Fallen_Cherub,laughs in employment jk i m spiritually a virgin,0.6249,0.0,0.579,0.421,Positive
152,158,2022-04-08 11:51:51+00:00,1.5124e+18,My old phone reminding memories that happened 3yrs ago without my consent! That wasn’t me. I don’t know that weird bitch.,Fallen_Cherub,my old phone reminding memories that happened yrs ago without my consent that wasn t me i don t know that weird bitch,-0.7324,0.264,0.736,0.0,Negative
153,159,2022-04-08 11:51:18+00:00,1.5124e+18," Hope you continue to have minimum symptoms. Please isolate for 10days and encourage everyone to wear masks, ventilate(open windows) and social distance ti lessen the spread  of Ba2 variant. Which has proven to spread faster than Omnicron.",WarriorXen,hope you continue to have minimum symptoms please isolate for days and encourage everyone to wear masks ventilate open windows and social distance ti lessen the spread of ba variant which has proven to spread faster than omnicron,0.7717,0.041,0.767,0.192,Positive
154,160,2022-04-08 11:51:05+00:00,1.5124e+18,  They did claim it initially.  That’s how they pushed compliance. Until they could no longer ignore the fact that it didnt protect against transmission. It may decrease symptoms or omnicron could just be milder. I dont think the verdict is in.,paulaspeak2,they did claim it initially that s how they pushed compliance until they could no longer ignore the fact that it didnt protect against transmission it may decrease symptoms or omnicron could just be milder i dont think the verdict is in,-0.4055,0.127,0.827,0.046,Negative
155,161,2022-04-08 11:44:59+00:00,1.5124e+18,Yea Vanessa! I can see ghost too!……. When I’m high. You ain’t special! ,Fallen_Cherub,yea vanessa i can see ghost too when i m high you ain t special,0.1027,0.128,0.722,0.15,Positive
156,162,2022-04-08 11:37:37+00:00,1.51239e+18," Question. I have heard reports that the strain currently in China is more severe than the ""Omnicron light"" thats around in UK.
How true is this?
Second question, If a more serious strain such as Delta+ emerges in UK, has the Govt decided yet that we will also return to Lockdown ?",TheCeefax,question i have heard reports that the strain currently in china is more severe than the omnicron light thats around in uk how true is this second question if a more serious strain such as delta emerges in uk has the govt decided yet that we will also return to lockdown,-0.3323,0.128,0.822,0.05,Negative
157,163,2022-04-08 11:34:08+00:00,1.51239e+18,_R  Methaphore intéressante - qui peut faire penser au traitement du Covid par le gouvernement à certain égards ou le président a divisé la nation et instaure la peur pour un risque tres faible (Omnicron),NicolasRaucourt,r methaphore int ressante qui peut faire penser au traitement du covid par le gouvernement certain gards ou le pr sident a divis la nation et instaure la peur pour un risque tres faible omnicron,0.2732,0.0,0.942,0.058,Positive
158,164,2022-04-08 11:12:48+00:00,1.51239e+18,Itna om namah shivay kiya tha fir bhi yaad hi nahi aaya bael k ped ka mehtav omnicron jabki basic chiz thi,v55652616,itna om namah shivay kiya tha fir bhi yaad hi nahi aaya bael k ped ka mehtav omnicron jabki basic chiz thi,0.0,0.0,1.0,0.0,Neutral
159,165,2022-04-08 11:11:46+00:00,1.51239e+18,Omnicron aur bael kped ka mehtav mai last moment p q bhuli no idea,v55652616,omnicron aur bael kped ka mehtav mai last moment p q bhuli no idea,-0.296,0.145,0.855,0.0,Negative
160,166,2022-04-08 11:03:06+00:00,1.51239e+18,65 Omnicron is like a cold.,CryptoRearden,omnicron is like a cold,0.3612,0.0,0.615,0.385,Positive
161,167,2022-04-08 10:52:41+00:00,1.51238e+18," If you can't put a toothpick between them,Pelosi &amp; Biden,w/
covid,throw the CDC restrictions out the window.Vaccines are no guaranties of anyone not coming down w/omnicron/or/variants from covid because they have had shots.Shows us more chances of spreading this w/close contact!",Eleanor69702467,if you can t put a toothpick between them pelosi amp biden w covid throw the cdc restrictions out the window vaccines are no guaranties of anyone not coming down w omnicron or variants from covid because they have had shots shows us more chances of spreading this w close contact,-0.0276,0.041,0.919,0.039,Neutral
162,168,2022-04-08 10:25:21+00:00,1.51238e+18,"Day 4 of covid symptoms (I assume it's Omnicron?). Rearranged flight home to US in 9 days, am I being naive or should I hopefully be testing negative by then?",Hickesy,day of covid symptoms i assume it s omnicron rearranged flight home to us in days am i being naive or should i hopefully be testing negative by then,-0.4767,0.168,0.754,0.078,Negative
163,169,2022-04-08 10:22:39+00:00,1.51238e+18,"1 _Bjoerni  _Bund _Lauterbach  Haben ältere Menschen für Sie keinen Wert? Und es sterben nicht nur ältere Menschen und es geht nicht nur um Tod. Viele Menschen werden chronisch krank.  Dazu, KH Einweisungen für KuJ sind höher bei Omnicron als bei anderen Varianten. Und damit Schluß. Zu viel Misinfo von Ihnen.",ParteilosParent,bjoerni bund lauterbach haben ltere menschen f r sie keinen wert und es sterben nicht nur ltere menschen und es geht nicht nur um tod viele menschen werden chronisch krank dazu kh einweisungen f r kuj sind h her bei omnicron als bei anderen varianten und damit schlu zu viel misinfo von ihnen,0.0,0.0,1.0,0.0,Neutral
164,170,2022-04-08 10:17:08+00:00,1.51237e+18, _longhurst Omnicron is better than any man made vaccine at this point . Antibodies last longer,Tillman_40,longhurst omnicron is better than any man made vaccine at this point antibodies last longer,0.4404,0.0,0.828,0.172,Positive
165,171,2022-04-08 09:46:54+00:00,1.51237e+18, Omnicron variant I think 💀💀💀💀💀,Itsboblocks,omnicron variant i think,0.0,0.0,1.0,0.0,Neutral
166,173,2022-04-08 09:13:07+00:00,1.51236e+18,5 Because they are afraid of getting Omnicron. Which is the new vaccine.,picaflo61272738,because they are afraid of getting omnicron which is the new vaccine,0.0,0.0,1.0,0.0,Neutral
167,174,2022-04-08 09:11:42+00:00,1.51236e+18," 是的，物资肯定是够的。关键是整个物资供应体系的保障。

昨天美团副总是提出补贴骑手全出小区，住酒店闭环管理，但是还没形成规模。现在这局面针对物流环节，比抗体更准确的快速检测也很需要。

Omnicron BA2 传播力又提升了，以前可能不用考虑也能扛过去的环节，也都得考虑。",overboming,omnicron ba,0.0,0.0,1.0,0.0,Neutral
168,175,2022-04-08 09:07:45+00:00,1.51236e+18, Hayuk,Om_nicron96,hayuk,0.0,0.0,1.0,0.0,Neutral
169,176,2022-04-08 08:24:46+00:00,1.51235e+18,"Entonces oficialmente se acabó la pandemia? Porq en mi brete estamos esperando una segunda ola de Omnicron, no?",stephcunni,entonces oficialmente se acab la pandemia porq en mi brete estamos esperando una segunda ola de omnicron no,-0.296,0.115,0.885,0.0,Negative
170,177,2022-04-08 08:00:32+00:00,1.51234e+18,@3AW693 the same newsreader who pronounces de Minaur as de Minaar (coz we had dinosaars roaming the land) has come up with a new plague variant: omnicron. readthewords tedious,DriveClever,aw the same newsreader who pronounces de minaur as de minaar coz we had dinosaars roaming the land has come up with a new plague variant omnicron readthewords tedious,0.0,0.0,1.0,0.0,Neutral
171,178,2022-04-08 06:20:33+00:00,1.51231e+18,Russia made covid run along with omnicron now you all just got colds and the flu again thanks Putin for putting these deadly virus were they belong the trash in other news the USA government sprayed anthrax on it's citizens in 2019 calling it covid proof is 👇 ,AnonLive2020,russia made covid run along with omnicron now you all just got colds and the flu again thanks putin for putting these deadly virus were they belong the trash in other news the usa government sprayed anthrax on it s citizens in calling it covid proof is,0.0772,0.051,0.891,0.057,Positive
172,179,2022-04-08 06:18:40+00:00,1.51231e+18," 2/2 son was negative, brought it over on his belongings. Few of us had it here for maybe 3 days! This omnicron, is a joke, even to my double vaccinated senior father! My son is constantly contracting something from his double and triple vaccinated household, and school!",LouisJames3rd,son was negative brought it over on his belongings few of us had it here for maybe days this omnicron is a joke even to my double vaccinated senior father my son is constantly contracting something from his double and triple vaccinated household and school,-0.3612,0.076,0.879,0.045,Negative
173,180,2022-04-08 05:44:28+00:00,1.51231e+18, Waar is dat omnicron vaccin nou🤣🤣,echtwaarvertel,waar is dat omnicron vaccin nou,0.0,0.0,1.0,0.0,Neutral
